
21/05/2558 13:01:18	Status:Login	5720503471	716	4	com8302-17	158.108.207.118	50:E5:49:17:8D:54	
21/05/2558 13:01:19	Status:Disconnected	5720503471	716	4	com8302-17	158.108.207.118	50:E5:49:17:8D:54	
21/05/2558 13:02:03	Status:Login	5720503471	716	4	com8302-17	158.108.207.118	50:E5:49:17:8D:54	
21/05/2558 13:15:12	Status:Re-connected	5720503471	716	4	com8302-17	158.108.207.118	50:E5:49:17:8D:54	
21/05/2558 13:29:52	Status:Re-connected	5720503471	716	4	com8302-17	158.108.207.118	50:E5:49:17:8D:54	
21/05/2558 14:21:43	Status:Re-connected	5720503471	716	4	com8302-17	158.108.207.118	50:E5:49:17:8D:54	
21/05/2558 14:26:38	Status:Established	GoogleUpdate.exe  	5720503471	716	4	com8302-17	158.108.207.118	50:E5:49:17:8D:54	
21/05/2558 14:59:39	Status:Send 2	5720503471	716	4	com8302-17	158.108.207.118	50:E5:49:17:8D:54	
21/05/2558 15:02:32	Status:Send 1	5720503471	716	4	com8302-17	158.108.207.118	50:E5:49:17:8D:54	
21/05/2558 15:03:34	Status:Logout	5720503471	716	4	com8302-17	158.108.207.118	50:E5:49:17:8D:54	
